"","eventSec","y1","x1","is_goal","is_blocked","is_CA","body_part","foot","angle","distance","minute"
"24898",1781,40.96,8.4,0,0,0,"left","left",0.0354272692809799,91.8640386658457,30
"24899",1841,16.81,6.3,1,0,0,"head/body","right",0.148210456827943,95.2637711829634,31
"24900",2187,3.24,22.05,0,0,0,"right","right",0.322317481006872,83.7996426006698,36
"24901",2494,18.49,21,0,0,0,"right","right",0.197174497994275,80.5081368558483,42
"24902",505,12.96,6.3,0,0,0,"right","right",0.233083313439346,96.0331796828575,8
"24903",823,59.29,22.05,0,0,0,"left","right",0.0404497168363477,81.9499029895704,14
"24904",1105,37.21,14.7,0,0,0,"left","left",0.06768794190342,85.3603778107853,18
"24905",1143,21.16,13.65,0,0,0,"left","right",0.159614016321103,87.299416378347,19
"24906",1549,36,12.6,0,0,0,"right","right",0.0639022462159911,87.4228803002967,26
"24907",1629,21.16,8.4,0,0,0,"head/body","right",0.121183404154202,92.4955436764388,27
"24908",1906,29.16,9.45,0,0,0,"head/body","right",0.0745464084601248,90.6792594808758,32
"24909",2098,15.21,10.5,0,0,0,"right","right",0.230041883046795,91.4511569090299,35
"24910",2222,29.16,27.3,0,0,0,"right","right",0.125637364605767,72.860933290756,37
"24911",2474,22.09,8.4,0,0,0,"head/body","right",0.112319866826967,92.3710349622651,41
"24912",2767,16.81,26.25,0,0,0,"right","right",0.197898633533728,75.7268684153782,46
"24913",2825,37.21,29.4,0,0,0,"left","left",0.0959705773145929,70.6729375362309,47
"24914",143,24.01,11.55,1,0,0,"right","right",0.120798180005292,89.0123732971995,2
"24915",262,12.25,8.4,1,0,0,"left","right",0.288443288044555,94.1468135414046,4
"24916",1323,5.29,27.3,0,0,0,"right","right",0.257161214429582,78.1636366861215,22
"24917",1701,4.84,27.3,0,0,0,"right","right",0.258645125044525,78.3300427677657,28
"24918",1820,39.69,37.8,0,0,0,"right","right",0.0922549349155781,62.4597158174771,30
"24919",341,1,13.65,0,0,0,"right","right",0.521445449350785,92.4409135610418,6
"24920",689,7.29,19.95,0,0,0,"left","right",0.321991082814446,84.3885454312373,11
"24921",758,24.01,10.5,1,0,0,"head/body","right",0.113656379265052,90.0558165806074,13
"24922",987,7.84,26.25,1,0,0,"right","right",0.254997654902004,78.2522082755496,16
"24923",1754,16.81,12.6,1,0,0,"right","right",0.212278186261925,89.0744413398142,29
"24924",2329,37.21,12.6,0,0,0,"right","right",0.0602115123141579,87.4589280748398,39
"24925",2482,11.56,27.3,0,0,0,"right","right",0.226907189939954,76.0844504481698,41
"24926",2545,22.09,18.9,1,0,0,"right","right",0.164818303904724,81.9698609246106,42
"24927",2708,18.49,22.05,0,0,0,"left","right",0.195587465601266,79.4780636402272,45
"24928",550,56.25,13.65,0,0,0,"right","right",0.0299336148121762,89.1705388567323,9
"24929",661,39.69,7.35,0,0,0,"head/body","right",0.0332826084328523,92.8245581729318,11
"24930",885,33.64,11.55,0,0,0,"right","right",0.0674448354336041,88.4507326142639,15
"24931",1190,43.56,10.5,0,0,0,"right","right",0.0385202339170085,90.0091306479515,20
"24932",1432,9.61,17.85,0,0,0,"right","right",0.317524340910516,85.6941923353036,24
"24933",1563,15.21,23.1,0,0,0,"right","right",0.221303471661466,79.1623275302085,26
"24934",1666,21.16,8.4,0,0,0,"left","right",0.121183404154202,92.4955436764388,28
"24935",1668,34.81,3.15,1,0,0,"right","right",0.0190812774178837,96.8533871374667,28
"24936",1804,29.16,27.3,0,0,0,"left","left",0.125637364605767,72.860933290756,30
"24937",2233,11.56,14.7,0,0,0,"left","left",0.309646412209906,88.2022879521841,37
"24938",157,13.69,12.6,0,0,0,"left","right",0.270369206739287,89.7287919232172,3
"24939",367,5.76,15.75,0,0,0,"right","right",0.406466230736674,88.8569642740511,6
"24940",1061,26.01,9.45,0,0,0,"right","right",0.0916767968887232,90.9018294645383,18
"24941",1168,25,15.75,0,0,0,"right","left",0.133314637270694,84.7293485163199,19
"24942",1382,8.41,4.2,0,0,0,"left","left",0.389157463393314,99.1589032815511,23
"24943",2243,36,19.95,0,0,0,"left","right",0.0866758984169165,80.074980487041,37
"24944",549,25,18.9,1,0,0,"left","left",0.14184237290891,81.5978553639739,9
"24945",1061,24.01,6.3,1,0,0,"left","right",0.0763574757212707,94.2310463700791,18
"24946",1228,10.89,9.45,0,0,0,"left","right",0.341701298487329,93.4525259155685,20
"24947",1912,9.61,10.5,0,0,0,"left","left",0.385859348595128,92.7637973565119,32
"24948",2160,26.01,12.6,0,0,1,"right","right",0.11175259917613,87.7644580681725,36
"24949",2572,25,5.25,0,0,0,"right","right",0.0600528463194233,95.1764808132766,43
"24950",2666,16.81,10.5,0,0,0,"head/body","right",0.199862357868068,91.1358661559762,44
"24951",293,51.84,29.4,0,0,0,"right","right",0.0607467370669434,72.8191293548611,5
"24952",601,42.25,6.3,0,0,0,"right","right",0.0254538683458798,94.0624925249166,10
"24953",657,50.41,16.8,0,0,0,"left","left",0.0437355991810456,84.8028778992789,11
"24954",1085,17.64,27.3,0,0,0,"left","left",0.189291815587441,74.5180488204032,18
"24955",1217,37.21,7.35,0,0,0,"head/body","left",0.0377322827911766,92.7055909856574,20
"24956",1310,18.49,25.2,0,0,0,"right","right",0.189158283655238,76.3910996124549,22
"24957",1529,28.09,10.5,0,0,0,"head/body","left",0.0865422791343613,89.6949168013439,25
"24958",1885,24.01,16.8,1,0,0,"left","left",0.144464410648493,83.797613927844,31
"24959",2067,36,1.05,0,0,0,"right","right",0.00598727650255441,98.9702101644732,34
"24960",2559,16.81,10.5,0,0,0,"right","right",0.199862357868068,91.1358661559762,43
"24961",2780,20.25,7.35,0,0,0,"head/body","right",0.118814837333796,93.6647479044277,46
"24962",2925,33.64,12.6,0,0,0,"head/body","right",0.0720995436953334,87.4007414156196,49
"24963",564,27.04,9.45,0,0,0,"head/body","right",0.0855012346261311,90.817091453096,9
"24964",859,10.89,8.4,0,0,0,"head/body","right",0.336539096727123,94.4702709851094,14
"24965",1001,20.25,12.6,0,0,0,"right","right",0.164554510256825,88.4749823396422,17
"24966",1255,9.61,23.1,0,0,0,"right","right",0.269331533847955,80.675164084122,21
"24967",1948,33.64,23.1,0,0,0,"left","right",0.102009050137213,76.9008426481791,32
"24968",2004,47.61,30.45,0,0,0,"right","right",0.0699666212209105,70.8691371472801,33
"24969",2220,40.96,8.4,0,0,0,"right","right",0.0354272692809799,91.8640386658457,37
"24970",2665,36,6.3,0,0,0,"right","right",0.0348616135719158,93.7213422865891,44
"24971",699,20.25,33.6,0,0,0,"right","right",0.159838469677097,67.8087199407274,12
"24972",930,11.56,8.4,0,0,0,"head/body","right",0.311758490889141,94.3086083027419,15
"24973",1876,33.64,10.5,0,0,0,"left","right",0.0624824599648268,89.5007240194179,31
"24974",2278,29.16,7.35,1,0,0,"left","left",0.0603151661066874,92.7763337279503,38
"24975",2382,17.64,4.2,0,0,0,"left","right",0.0971649558609776,97.1868797729405,40
"24976",2464,37.21,16.8,0,0,0,"right","right",0.0742396712975098,83.261900650898,41
"24977",2636,10.24,3.15,0,0,0,"left","left",0.223627299274715,99.7219138404393,44
"24978",2777,15.21,11.55,0,0,0,"right","right",0.236141683864782,90.4238165529414,46
"24979",545,17.64,11.55,1,0,0,"head/body","right",0.193625539970594,89.9502757083045,9
"24980",1578,19.36,8.4,0,0,0,"head/body","right",0.141392080424108,92.7625441651963,26
"24981",1747,12.96,11.55,0,0,0,"right","right",0.285569981364156,90.9180075672581,29
"24982",1852,28.09,4.2,1,0,0,"head/body","right",0.0387355507872399,95.9821238564765,31
"24983",2275,11.56,7.35,0,0,0,"head/body","right",0.299459991229752,95.3287789704662,38
"24984",2495,37.21,22.05,0,0,1,"right","right",0.0866815579899361,78.0160662940654,42
"24985",2655,54.76,27.3,0,0,0,"right","right",0.0535162591121906,75.6060024072163,44
"24986",874,15.21,5.25,0,0,0,"right","right",0.155270705941697,96.5951686162408,15
"24987",1446,25,9.45,0,0,0,"head/body","left",0.098373571935862,90.996167501714,24
"24988",1877,21.16,10.5,1,0,0,"head/body","left",0.140205130663328,90.4163458673264,31
"24989",2024,33.64,28.35,0,0,0,"left","right",0.107556543465167,71.6509043906635,34
"24990",2288,4,44.1,0,0,0,"left","left",0.1642706783061,63.441390274804,38
"24991",2457,54.76,29.4,0,0,0,"left","right",0.0558455424044412,73.5889774354828,41
"24992",2657,11.56,13.65,0,0,0,"right","right",0.315074993165578,89.2181377299482,44
"24993",2778,53.29,5.25,0,0,0,"right","right",0.0134645405671139,96.6936740433416,46
"24994",283,47.61,16.8,0,0,0,"right","right",0.0484626195732813,84.3058248284186,5
"24995",637,11.56,18.9,0,0,0,"right","right",0.282041180252263,84.1472732772726,11
"24996",2277,29.16,6.3,1,0,0,"head/body","right",0.0525593511884911,93.8249199306879,38
"24997",2402,12.25,26.25,0,0,0,"right","right",0.228634397619183,76.8903439971496,40
"24998",508,28.09,13.65,0,0,0,"head/body","right",0.103496439437299,86.5520109529524,8
"24999",1269,30.25,18.9,0,0,0,"left","right",0.109458703066594,81.1866522280602,21
"25000",1414,28.09,14.7,0,0,0,"right","right",0.10807715817191,85.5044916948812,24
"25001",1476,27.04,6.3,0,0,0,"left","right",0.0608076863413457,93.9581374868617,25
"25002",1615,34.81,6.3,0,0,0,"head/body","right",0.0372322723202873,93.7035010018302,27
"25003",1652,5.29,10.5,0,0,0,"left","right",0.551865905804087,93.9920959442867,28
"25004",1866,16,35.7,0,0,0,"right","right",0.170579016515079,66.7719252380819,31
"25005",1899,16.81,12.6,0,0,0,"right","right",0.212278186261925,89.0744413398142,32
"25006",2297,32.49,8.4,0,0,0,"left","right",0.0552008383449002,91.612445115279,38
"25007",481,16.81,9.45,0,0,0,"head/body","right",0.190620268955215,92.1672317041149,8
"25008",644,23.04,8.4,1,0,0,"head/body","right",0.104191685333536,92.2533554945293,11
"25009",1735,49,15.75,0,0,1,"right","right",0.0437143832317359,85.5748940986783,29
"25010",1867,20.25,7.35,1,0,0,"right","right",0.118814837333796,93.6647479044277,31
"25011",2112,29.16,16.8,0,0,0,"right","right",0.109444313029915,83.3406599445913,35
"25012",2348,33.64,25.2,0,0,0,"left","right",0.104824328268651,74.8008663051438,39
"25013",2433,34.81,9.45,0,0,0,"head/body","right",0.0536698213965524,90.5536227878267,41
"25014",2527,64,13.65,0,0,0,"left","left",0.0234016093815134,91.4129230470178,42
"25015",2595,13.69,6.3,0,0,0,"left","right",0.212528500488321,95.8758890441179,43
"25016",805,22.09,12.6,0,0,1,"right","right",0.144613065691047,88.2077553279756,13
"25017",924,36,23.1,1,0,1,"left","left",0.0928337370001055,76.9260034058705,15
"25018",1097,46.24,10.5,0,0,1,"right","left",0.034375837813347,90.3330924966039,18
"25019",1352,29.16,29.4,0,0,0,"right","right",0.125830107918632,70.7657092100404,23
"25020",1873,42.25,12.6,1,0,0,"right","right",0.0477417276946151,87.7885100682316,31
"25021",2100,7.84,14.7,0,0,0,"right","right",0.386821364441433,89.221273248032,35
"25022",2694,39.69,8.4,0,0,0,"head/body","right",0.0376480452239177,91.7765552851053,45
"25023",142,25,9.45,1,0,0,"right","right",0.098373571935862,90.996167501714,2
"25024",234,36,25.2,1,0,0,"right","right",0.0958979587817401,74.8267331907521,4
"25025",938,54.76,19.95,0,0,0,"left","left",0.0431368606524162,82.6981263391136,16
"25026",1596,8.41,10.5,1,0,0,"right","right",0.430015492279318,93.0865086894981,27
"25027",2750,7.29,10.5,0,0,0,"left","right",0.473522386533215,93.4006108117072,46
"25028",2790,34.81,7.35,0,0,0,"head/body","right",0.0429339877534973,92.6535406770837,47
"25029",283,25,5.25,1,0,0,"right","right",0.0600528463194233,95.1764808132766,5
"25030",658,17.64,6.3,0,0,0,"left","left",0.135813331697457,95.1175041724708,11
"25031",756,62.41,24.15,0,0,1,"right","left",0.0395727305017603,80.9959912588271,13
"25032",830,12.96,13.65,0,0,0,"right","right",0.285124232568817,88.8763416213786,14
"25033",1014,30.25,10.5,0,0,0,"head/body","left",0.0758092924089453,89.5785270028482,17
"25034",1302,12.25,28.35,0,0,0,"right","right",0.217195643071329,74.8784682001442,22
"25035",1646,27.04,8.4,0,0,0,"head/body","right",0.0778405904578439,91.8640386658457,27
"25036",2225,27.04,3.15,1,0,0,"right","right",0.0316760366177429,97.0997636454384,37
"25037",2426,42.25,13.65,1,0,0,"left","right",0.0509866913941217,86.7432129909885,40
"25038",2582,27.04,49.35,0,0,0,"right","right",0.11406673161172,51.1259630716136,43
"25039",2633,14.44,14.7,0,0,0,"left","right",0.255938966871278,87.513905180834,44
"25040",281,42.25,18.9,0,0,0,"right","right",0.0648951254886366,81.5185408358123,5
"25041",1120,19.36,17.85,0,0,0,"left","right",0.189826268827897,83.4443053778986,19
"25042",1871,25,25.2,0,0,0,"right","right",0.146902480889905,75.3394982728184,31
"25043",1904,24.01,11.55,0,0,1,"left","right",0.120798180005292,89.0123732971995,32
"25044",1991,11.56,33.6,0,0,0,"left","left",0.194401395405311,70.0893258635008,33
"25045",2335,14.44,13.65,0,0,0,"head/body","left",0.256192884705904,88.5376535717996,39
"25046",2554,27.04,7.35,0,0,0,"head/body","right",0.0695982140535661,92.9110547782125,43
"25047",74,36,23.1,0,0,0,"left","right",0.0928337370001055,76.9260034058705,1
"25048",700,42.25,10.5,0,0,0,"right","right",0.0408186504842003,89.8794331312787,12
"25049",765,18.49,8.4,0,0,0,"head/body","right",0.152885650228821,92.903821772842,13
"25050",1005,13.69,11.55,0,0,0,"left","left",0.268380348733546,90.7518517717407,17
"25051",2369,23.04,24.15,0,0,0,"left","left",0.159249653567496,76.6377459219672,39
"25052",2840,9,22.05,0,0,0,"right","right",0.283592718309501,81.8608728270106,47
"25053",714,34.81,3.15,1,0,0,"right","right",0.0190812774178837,96.8533871374667,12
"25054",797,11.56,11.55,0,0,0,"head/body","right",0.321747597452703,91.2521566868422,13
"25055",1088,5.76,23.1,0,0,0,"left","right",0.2965458090697,81.9213500865312,18
"25056",2119,19.36,7.35,0,0,0,"head/body","right",0.128790321105151,93.7995314487231,35
"25057",2121,28.09,2.1,1,0,0,"left","right",0.0197035630554687,98.0782243925735,35
"25058",2544,28.09,8.4,0,0,0,"head/body","left",0.0725351205000087,91.7904575650432,42
"25059",2645,11.56,14.7,0,0,0,"left","left",0.309646412209906,88.2022879521841,44
"25060",2762,15.21,30.45,0,0,0,"right","right",0.192237963906133,72.0435049119627,46
"25061",276,37.21,17.85,0,0,0,"left","right",0.0771698873755985,82.212691234383,5
"25062",846,37.21,11.55,0,0,0,"right","left",0.0561329838757805,88.5082289959527,14
"25063",962,21.16,7.35,0,0,0,"head/body","left",0.109723448522818,93.535491125027,16
"25064",1179,21.16,29.4,0,0,0,"right","right",0.164216797594439,71.7581047687298,20
"25065",1514,49,12.6,0,0,0,"left","left",0.0362052252532807,88.6778439070324,25
"25066",1589,37.21,6.3,0,0,0,"head/body","right",0.0326743851063261,93.7549684016799,26
"25067",1719,44.89,25.2,0,0,0,"right","right",0.0698448814038661,75.5885712260789,29
"25068",2212,51.84,11.55,0,0,0,"left","left",0.0301063903390048,90.2311925001548,37
"25069",2424,26.01,8.4,0,0,0,"head/body","right",0.0836117529698127,91.9478118282322,40
"25070",2493,16.81,5.25,0,0,0,"head/body","left",0.128789186712469,96.2967216472087,42
"25071",2578,9,17.85,0,0,0,"left","left",0.326217219232789,85.8697996969831,43
"25072",2828,56.25,6.3,0,0,0,"right","right",0.0144538025052163,96.305516456743,47
"25073",2859,16.81,19.95,0,0,0,"right","right",0.215483168506571,81.8748960304683,48
"25074",353,21.16,14.7,0,0,0,"head/body","right",0.16394775355943,86.2609737946425,6
"25075",591,16.81,30.45,0,0,0,"right","right",0.184194792205893,71.6428544936618,10
"25076",914,19.36,12.6,0,0,0,"head/body","right",0.175486045494231,88.6176596396001,15
"25077",1002,22.09,24.15,0,0,0,"right","right",0.165589081902224,76.7793631127531,17
"25078",1116,19.36,10.5,0,0,0,"head/body","right",0.161535152133919,90.6894679662418,19
"25079",1671,44.89,18.9,0,0,0,"right","right",0.0585816059471163,81.827880945311,28
"25080",2185,26.01,13.65,0,0,0,"left","right",0.117089073020222,86.7188710719876,36
"25081",2194,17.64,31.5,0,0,0,"right","right",0.176873047469375,70.426554650927,37
"25082",2329,9.61,31.5,1,0,0,"right","right",0.212017600985235,72.712599320888,39
"25083",459,43.56,15.75,0,0,0,"head/body","left",0.0540198143807255,84.7906604526701,8
"25084",540,26.01,13.65,0,0,0,"head/body","right",0.117089073020222,86.7188710719876,9
"25085",1182,6.25,9.45,0,0,0,"left","left",0.541648842838455,94.7067315453342,20
"25086",1185,10.89,10.5,0,0,0,"left","left",0.3426732619715,92.4355023786856,20
"25087",1187,15.21,3.15,1,0,0,"right","right",0.10084557334036,98.6558999756223,20
"25088",1663,40.96,9.45,0,0,0,"right","right",0.0394257706969202,90.817091453096,28
"25089",1959,7.29,11.55,0,0,0,"head/body","left",0.454226931820738,92.3949489961437,33
"25090",2277,37.21,27.3,1,0,0,"right","right",0.0941400125713122,72.7708327559882,38
"25091",2866,51.84,11.55,0,0,0,"head/body","right",0.0301063903390048,90.2311925001548,48
"25092",751,6.25,13.65,0,0,0,"right","right",0.440453688781188,90.699421166841,13
"25093",844,32.49,15.75,0,0,0,"right","right",0.0891169299580133,84.2635306642203,14
"25094",960,10.24,10.5,0,0,0,"head/body","left",0.364053995183281,92.6001490279578,16
"25095",1041,20.25,22.05,0,0,0,"left","right",0.180822887179866,79.1534269630823,17
"25096",1424,16,3.15,0,0,0,"left","right",0.0910565876290377,98.5084894818715,24
"25097",1528,5.76,9.45,0,0,0,"right","right",0.565139393743718,94.8514633519167,25
"25098",1994,25,8.4,1,0,0,"head/body","right",0.0898937045478396,92.0410777859538,33
"25099",2163,14.44,10.5,0,0,0,"head/body","right",0.246574555580381,91.6124642174852,36
"25100",2449,28.09,10.5,0,0,0,"left","left",0.0865422791343613,89.6949168013439,41
"25101",733,12.25,6.3,0,0,0,"left","right",0.255765509772649,96.1912288101155,12
"25102",1306,33.64,29.4,0,0,1,"right","right",0.108124269407984,70.6009178410593,22
"25103",1491,17.64,10.5,0,0,0,"head/body","right",0.186189498886508,90.9829632403781,25
"25104",1935,39.69,10.5,0,0,0,"right","right",0.0459324322892242,89.680689671746,32
"25105",1264,50.41,31.5,0,0,0,"right","right",0.06541181054721,70.4381863764251,21
"25106",1484,15.21,8.4,1,0,0,"right","right",0.209982073406614,93.5073478396217,25
"25107",2031,12.96,30.45,0,0,0,"left","left",0.203202140550839,72.6628109833359,34
"25108",2130,38.44,35.7,0,0,0,"right","right",0.0951300096596932,64.4531116393926,36
"25109",443,18.49,23.1,0,0,0,"left","left",0.193682157901933,78.4485187878012,7
"25110",468,31.36,13.65,1,0,0,"right","right",0.0861920359498066,86.3903472617167,8
"25111",635,15.21,26.25,0,0,0,"right","right",0.208763098436736,76.106022100751,11
"25112",1266,21.16,11.55,0,0,0,"head/body","right",0.147827166410199,89.3771117233042,21
"25113",1678,43.56,12.6,0,0,0,"right","right",0.0451183143761096,87.9212920742183,28
"25114",2146,9.61,7.35,0,0,1,"right","right",0.384457170732371,95.8065477929353,36
"25115",2609,24.01,17.85,0,0,0,"right","right",0.14712134981098,82.7551968156683,43
"25116",2688,49,12.6,0,0,0,"right","right",0.0362052252532807,88.6778439070324,45
"25117",2690,31.36,3.15,0,0,0,"right","right",0.0235247950209328,96.8859747331883,45
"25118",807,13.69,13.65,0,0,0,"left","right",0.270490064254885,88.7063616658918,13
"25119",1887,13.69,2.1,0,0,0,"left","right",0.0859389958312138,99.9845293032877,31
