"","eventSec","y1","x1","is_goal","is_blocked","is_CA","body_part","foot","angle","distance","minute"
"19474",1582,16,3.15,0,0,0,"left","right",0.0910565876290377,98.5084894818715,26
"19475",1649,26.01,2.1,1,0,0,"right","right",0.0230239540563006,98.2255063616371,27
"19476",2240,28.09,29.4,0,0,1,"right","right",0.130477873721012,70.8469343020571,37
"19477",2598,31.36,28.35,0,0,0,"right","right",0.116464993057678,71.6986199309303,43
"19478",2639,36,25.2,0,0,0,"right","right",0.0958979587817401,74.8267331907521,44
"19479",2798,10.24,11.55,0,0,0,"left","left",0.359635202730085,91.5856981193024,47
"19480",48,22.09,24.15,0,0,1,"right","right",0.165589081902224,76.7793631127531,1
"19481",91,25,14.7,0,0,0,"head/body","right",0.129279433269542,85.7734807501713,2
"19482",608,22.09,2.1,0,0,0,"left","right",0.0320820191355371,98.6217932305026,10
"19483",820,6.76,30.45,0,0,0,"right","right",0.228252822856326,74.6941771492263,14
"19484",1453,28.09,32.55,0,0,0,"right","right",0.129112019654901,67.7084234050683,24
"19485",1586,42.25,8.4,0,0,0,"head/body","right",0.0333646100904413,91.9707698130227,26
"19486",2447,33.64,6.3,1,0,0,"head/body","right",0.0398047243933527,93.7006915662846,41
"19487",203,38.44,7.35,1,0,0,"right","right",0.0354217845206522,92.7563264688722,3
"19488",462,34.81,13.65,0,0,0,"left","right",0.0720356583625705,86.3537989899692,8
"19489",993,12.25,9.45,0,0,0,"head/body","right",0.297062973706608,93.1255335555185,17
"19490",1171,9,28.35,0,0,0,"right","right",0.233811837056804,75.886247107101,20
"19491",1306,46.24,19.95,0,0,0,"right","right",0.0578224279437806,80.9803686086943,22
"19492",1691,23.04,8.4,0,0,0,"head/body","right",0.104191685333536,92.2533554945293,28
"19493",2202,29.16,13.65,0,0,0,"head/body","right",0.0973407497741914,86.4855369411557,37
"19494",2454,26.01,16.8,0,0,0,"right","right",0.129356779558597,83.5827739429603,41
"19495",2511,27.04,17.85,0,0,0,"right","right",0.125412669676629,82.4443090819494,42
"19496",2749,25,19.95,0,0,0,"right","right",0.143648141912881,80.5543450100614,46
"19497",120,37.21,11.55,0,0,0,"head/body","right",0.0561329838757805,88.5082289959527,2
"19498",271,43.56,12.6,0,0,0,"right","right",0.0451183143761096,87.9212920742183,5
"19499",351,43.56,16.8,0,0,0,"right","right",0.0567064286395487,83.7474393638397,6
"19500",390,17.64,11.55,0,0,0,"head/body","right",0.193625539970594,89.9502757083045,6
"19501",789,7.84,30.45,0,0,0,"left","left",0.224686389537933,74.3071201164464,13
"19502",961,30.25,17.85,0,0,0,"left","left",0.106668190184523,82.2355458424154,16
"19503",1043,50.41,14.7,0,0,0,"left","right",0.0391961655999941,86.8641358674568,17
"19504",1827,30.25,32.55,0,0,0,"right","right",0.120899288248317,67.5541634542239,30
"19505",1864,9.61,21,0,0,0,"right","left",0.287452116841534,82.679332967798,31
"19506",2559,20.25,7.35,0,0,0,"right","right",0.118814837333796,93.6647479044277,43
"19507",2630,12.96,28.35,0,0,0,"right","right",0.213261814512966,74.675324572445,44
"19508",2750,20.25,9.45,0,0,0,"head/body","right",0.141392467990582,91.5880177752527,46
"19509",347,53.29,9.45,0,0,0,"right","right",0.0237199612171199,92.581891317903,6
"19510",604,16.81,14.7,0,0,0,"right","left",0.218209603943614,87.0148613743652,10
"19511",669,29.16,22.05,0,0,0,"left","right",0.121389844790695,78.1001158769947,11
"19512",846,40.96,23.1,0,0,0,"left","left",0.0767809371833559,77.2143225056077,14
"19513",1167,42.25,13.65,0,0,1,"right","right",0.0509866913941217,86.7432129909885,19
"19514",1319,6.76,24.15,0,0,0,"right","right",0.279671749059834,80.5930524300947,22
"19515",1445,37.21,10.5,0,0,0,"head/body","right",0.0518355292655061,89.5575463040385,24
"19516",1693,56.25,28.35,0,0,0,"left","left",0.0524308017258753,75.0252290899535,28
"19517",2265,12.25,26.25,0,0,0,"left","left",0.228634397619183,76.8903439971496,38
"19518",2299,23.04,9.45,0,0,0,"head/body","right",0.113517567080507,91.2108770925924,38
"19519",2374,33.64,27.3,0,0,0,"left","left",0.106826163630674,72.7008913287863,40
"19520",297,16,17.85,0,0,0,"right","right",0.2287402380227,84.09888524826,5
"19521",614,40.96,23.1,0,0,0,"left","right",0.0767809371833559,77.2143225056077,10
"19522",942,7.29,11.55,0,0,0,"right","right",0.454226931820738,92.3949489961437,16
"19523",1150,57.76,13.65,0,0,0,"right","right",0.0284659153854861,89.5592546864923,19
"19524",1151,38.44,5.25,0,0,0,"right","right",0.0257551210197612,94.8539725051091,19
"19525",1547,12.25,11.55,0,0,0,"head/body","right",0.303388468748635,91.0849328923286,26
"19526",1751,12.96,23.1,0,0,0,"right","right",0.240937335219004,79.7263544883372,29
"19527",2052,20.25,6.3,0,0,0,"head/body","right",0.105293280653681,94.7034978234701,34
"19528",2259,12.25,3.15,0,0,0,"left","right",0.156018141063744,99.2622032799998,38
"19529",2362,47.61,7.35,0,0,0,"right","right",0.0233135452285748,93.644298278112,39
"19530",2454,34.81,8.4,0,0,0,"right","right",0.0484198249091253,91.6035812618699,41
"19531",108,53.29,3.15,0,0,0,"right","right",0.00812928021494501,98.7523498454594,2
"19532",601,17.64,16.8,0,0,0,"right","right",0.2089284489203,84.7932167098289,10
"19533",734,50.41,3.15,0,0,0,"right","right",0.00908594826524069,98.2303954995601,12
"19534",979,8.41,24.15,0,0,0,"right","right",0.269273644167878,80.0504253580204,16
"19535",1142,4.84,12.6,0,0,0,"right","right",0.50009856317705,92.1361253797879,19
"19536",1766,8.41,21,0,0,0,"right","right",0.299208061088243,83.0412433673774,29
"19537",1909,57.76,23.1,0,0,0,"right","right",0.0438186808262628,80.4869405555957,32
"19538",2293,4.41,27.3,0,0,0,"left","right",0.259953648145428,78.4911338942176,38
"19539",161,28.09,12.6,1,0,0,"head/body","left",0.0983871734860109,87.5995896109109,3
"19540",1018,34.81,23.1,0,0,0,"left","right",0.097322528058277,76.904265811462,17
"19541",1749,34.81,25.2,0,0,0,"right","right",0.100276673608713,74.804385566623,29
"19542",2281,20.25,3.15,1,0,0,"left","right",0.0566500960264338,97.8211889111965,38
"19543",2745,19.36,9.45,0,0,0,"head/body","left",0.152287354058566,91.7258529532432,46
"19544",1432,7.84,23.1,0,0,0,"right","right",0.282899231461491,81.2278006596264,24
"19545",1529,25,10.5,1,0,0,"right","right",0.106076105769635,89.9513757537927,25
"19546",1672,9,7.35,0,0,0,"left","left",0.416476345082316,95.9636519730257,28
"19547",1820,16,11.55,1,0,0,"right","right",0.221173813699863,90.2629630579453,30
"19548",2393,9.61,9.45,0,0,0,"right","left",0.390052421870641,93.7772605699271,40
"19549",2470,12.25,13.65,0,0,1,"right","right",0.300016022542638,89.0470942816216,41
"19550",38,11.56,9.45,1,0,0,"left","left",0.318857881156381,93.2890995776034,1
"19551",476,28.09,14.7,0,0,0,"right","left",0.10807715817191,85.5044916948812,8
"19552",851,21.16,5.25,0,0,0,"right","left",0.0830064086018274,95.6160452016292,14
"19553",1084,11.56,9.45,0,0,0,"right","left",0.318857881156381,93.2890995776034,18
"19554",1850,22.09,33.6,0,0,0,"right","right",0.152195252187733,67.4596775859476,31
"19555",1952,10.24,12.6,0,0,0,"right","right",0.353148540601173,90.5720575011963,33
"19556",283,10.89,14.7,0,0,0,"left","right",0.323174307020258,88.3751214992093,5
"19557",526,28.09,21,0,0,0,"left","right",0.125680732572969,79.2207554874352,9
"19558",942,24.01,18.9,0,0,0,"right","right",0.149212806176924,81.7129738780813,16
"19559",1297,9.61,6.3,0,0,0,"left","left",0.370713331085908,96.8223223229024,22
"19560",1579,39.69,26.25,0,0,0,"right","right",0.0851570206829904,73.9691733088859,26
"19561",1660,51.84,19.95,0,0,0,"left","left",0.0475014658915014,82.0138287119922,28
"19562",1904,21.16,22.05,0,0,0,"left","left",0.173571670838694,79.0004310114825,32
"19563",2588,17.64,13.65,0,0,0,"left","left",0.203542719734026,87.8861314429074,43
"19564",2925,43.56,11.55,0,0,0,"head/body","left",0.0418822187383214,88.9651398020596,49
"19565",148,47.61,21,0,0,0,"right","right",0.0569916466688014,80.1637829696179,2
"19566",1340,33.64,11.55,0,0,0,"head/body","right",0.0674448354336041,88.4507326142639,22
"19567",1556,34.81,18.9,0,0,0,"right","right",0.08870489455201,81.1040449052943,26
"19568",1720,65.61,22.05,0,0,0,"right","right",0.0337719185928078,84.115364827123,29
"19569",2301,42.25,11.55,0,0,0,"right","right",0.0443503842743095,88.8339180718716,38
"19570",2380,7.84,32.55,0,0,0,"left","left",0.211895173254593,72.3453391726102,40
"19571",2539,84.64,43.05,0,0,0,"right","right",0.0349848006229659,76.2083466557306,42
"19572",356,16,8.4,0,0,0,"head/body","left",0.193877867223134,93.3518076954057,6
"19573",438,12.96,22.05,0,0,0,"right","right",0.246760836187197,80.7396067614897,7
"19574",535,37.21,33.6,0,0,0,"right","right",0.0980594410321932,66.4775458331608,9
"19575",632,11.56,19.95,0,0,0,"right","right",0.27466602628244,83.135769076854,11
"19576",1584,37.21,25.2,0,0,0,"left","left",0.0916878616343797,74.8688459908392,26
"19577",1696,6.76,10.5,0,0,0,"right","right",0.494491721072702,93.5535547160021,28
"19578",2623,27.04,13.65,0,0,0,"left","left",0.110071247306818,86.630041556033,44
"19579",2736,42.25,14.7,0,0,0,"right","right",0.0540805950740098,85.6980308991986,46
"19580",431,13.69,10.5,1,0,0,"left","right",0.264062513266222,91.775520156521,7
"19581",613,47.61,23.1,0,0,0,"right","right",0.0605990029596255,78.0950837121006,10
"19582",1026,21.16,4.2,0,0,0,"head/body","left",0.0679145947124853,96.6566376406711,17
"19583",1195,18.49,8.4,1,0,0,"head/body","right",0.152885650228821,92.903821772842,20
"19584",1269,27.04,11.55,0,0,0,"right","right",0.0990045824864272,88.7234134825752,21
"19585",1479,20.25,7.35,0,0,0,"right","right",0.118814837333796,93.6647479044277,25
"19586",2031,6.25,9.45,0,0,0,"left","left",0.541648842838455,94.7067315453342,34
"19587",2034,10.89,7.35,0,0,0,"right","left",0.325865618127396,95.4887145164286,34
"19588",2321,15.21,10.5,0,0,0,"head/body","right",0.230041883046795,91.4511569090299,39
"19589",2528,40.96,21,0,0,0,"right","right",0.0728854826412008,79.305999773031,42
"19590",2672,12.25,9.45,0,0,0,"right","left",0.297062973706608,93.1255335555185,45
"19591",118,26.01,4.2,1,0,0,"head/body","right",0.0451303271365039,96.1326172534588,2
"19592",400,26.01,7.35,1,0,0,"head/body","right",0.0748819988413757,92.993884745181,7
"19593",790,24.01,6.3,1,0,0,"right","right",0.0763574757212707,94.2310463700791,13
"19594",1670,12.25,23.1,0,0,0,"left","right",0.247115738273155,79.9166597149806,28
"19595",2239,23.04,16.8,0,0,0,"right","right",0.152585053977418,83.9187797814053,37
"19596",2497,46.24,9.45,1,0,0,"right","right",0.0312331144593152,91.3735196870516,42
"19597",2673,23.04,26.25,1,0,0,"right","right",0.157934827314953,74.5599362928912,45
"19598",67,12.96,17.85,0,0,0,"left","right",0.269417361370952,84.801557179099,1
"19599",156,40.96,2.1,0,0,0,"head/body","right",0.00921150212919448,98.1470916532935,3
"19600",390,24.01,13.65,0,0,0,"right","right",0.132547686459168,86.9259604491086,7
"19601",421,20.25,9.45,0,0,0,"left","left",0.141392467990582,91.5880177752527,7
"19602",452,25,15.75,0,0,0,"right","right",0.133314637270694,84.7293485163199,8
"19603",588,20.25,21,0,0,0,"right","right",0.181490398858675,80.1876704986496,10
"19604",681,10.89,33.6,0,0,0,"right","right",0.196710398369064,70.3067002496917,11
"19605",941,47.61,17.85,0,0,0,"left","left",0.0507592768167916,83.2697700249016,16
"19606",1107,10.89,9.45,0,0,0,"left","left",0.341701298487329,93.4525259155685,18
"19607",1516,14.44,15.75,0,0,0,"right","right",0.254501354998743,86.4907862144864,25
"19608",2165,40.96,5.25,0,0,0,"head/body","right",0.022710357616842,95.0052845898585,36
"19609",2267,23.04,4.2,0,0,0,"right","right",0.0573930845129641,96.4249013481476,38
"19610",2269,36,5.25,0,0,0,"left","left",0.0293237329449203,94.7711058287282,38
"19611",2702,19.36,3.15,0,0,0,"right","right",0.0620150002398916,97.950253190076,45
"19612",163,38.44,14.7,0,0,0,"right","left",0.0639501771774558,85.4154763494298,3
"19613",256,14.44,12.6,1,0,0,"right","right",0.254960132253954,89.5620098032642,4
"19614",816,27.04,17.85,1,0,0,"left","left",0.125412669676629,82.4443090819494,14
"19615",1082,40.96,10.5,0,0,0,"right","left",0.0432847019554421,89.7702155505934,18
"19616",1255,39.69,14.7,0,0,0,"left","left",0.0604462820546375,85.4895671997467,21
"19617",1476,20.25,13.65,0,0,0,"right","right",0.169739881531667,87.4378922435805,25
"19618",1787,14.44,10.5,1,0,0,"right","right",0.246574555580381,91.6124642174852,30
"19619",2373,24.01,17.85,0,0,0,"left","left",0.14712134981098,82.7551968156683,40
"19620",2494,47.61,10.5,0,0,0,"right","right",0.0325071983288224,90.528902014771,42
"19621",207,19.36,14.7,1,0,0,"right","right",0.184213563714119,86.5472102381122,3
"19622",399,26.01,12.6,0,0,0,"head/body","right",0.11175259917613,87.7644580681725,7
"19623",972,10.89,8.4,0,0,0,"left","right",0.336539096727123,94.4702709851094,16
"19624",1424,39.69,10.5,0,0,0,"head/body","right",0.0459324322892242,89.680689671746,24
"19625",1674,4.41,14.7,1,0,0,"head/body","right",0.451083243530234,90.286533325851,28
"19626",1777,44.89,2.1,0,0,0,"right","right",0.00766237780038424,98.5038176925138,30
"19627",2008,36,5.25,0,0,0,"head/body","left",0.0293237329449203,94.7711058287282,33
"19628",2120,33.64,13.65,0,0,0,"right","right",0.0764411354600901,86.3507504310183,35
"19629",2285,11.56,10.5,0,0,0,"right","right",0.321870295546939,92.2702747367753,38
"19630",2354,9,29.4,0,0,0,"right","right",0.226940747365357,74.8956607554803,39
"19631",647,23.04,5.25,0,0,0,"head/body","left",0.070396145308119,95.3817807550268,11
"19632",1254,20.25,10.5,0,0,0,"head/body","left",0.15047635095465,90.5500552180947,21
"19633",1349,18.49,8.4,0,0,0,"head/body","right",0.152885650228821,92.903821772842,22
"19634",1419,56.25,24.15,0,0,0,"left","right",0.0473088721656825,79.0460941476554,24
"19635",2019,27.04,32.55,0,0,0,"right","right",0.133268414388881,67.8081418415223,34
"19636",2704,44.89,13.65,0,0,0,"right","right",0.045633844900702,87.0339853160821,45
"19637",2853,44.89,18.9,0,0,0,"right","right",0.0585816059471163,81.827880945311,48
"19638",515,24.01,17.85,0,0,0,"right","right",0.14712134981098,82.7551968156683,9
"19639",519,28.09,14.7,1,0,0,"left","right",0.10807715817191,85.5044916948812,9
"19640",1848,31.36,9.45,0,0,0,"head/body","right",0.0652055611099988,90.5884766402438,31
"19641",2477,22.09,10.5,0,0,0,"head/body","right",0.130675566299735,90.2889699797268,41
"19642",2509,24.01,29.4,0,0,1,"right","right",0.149637570807932,71.3032965577329,42
"19643",282,25,9.45,0,0,0,"head/body","right",0.098373571935862,90.996167501714,5
"19644",367,22.09,9.45,0,0,0,"head/body","right",0.12206622086808,91.3298998138069,6
"19645",580,28.09,6.3,0,0,0,"head/body","right",0.0565000820441301,93.8861976011384,10
"19646",1420,27.04,6.3,0,0,0,"left","right",0.0608076863413457,93.9581374868617,24
"19647",1771,33.64,10.5,0,0,0,"right","right",0.0624824599648268,89.5007240194179,30
"19648",2365,40.96,14.7,0,0,0,"right","right",0.0571611703910984,85.5834773773536,39
"19649",2662,13.69,31.5,0,0,0,"left","left",0.195189913660641,71.447505904685,44
"19650",2994,31.36,8.4,1,0,0,"head/body","right",0.0590195687391929,91.6380357711796,50
"19651",561,11.56,8.4,0,0,0,"head/body","right",0.311758490889141,94.3086083027419,9
"19652",567,23.04,29.4,0,0,0,"right","right",0.154502767420301,71.4456548713776,9
"19653",640,36,9.45,0,0,0,"right","right",0.0503791238293325,90.5720845514776,11
"19654",670,22.09,24.15,0,0,1,"left","right",0.165589081902224,76.7793631127531,11
"19655",1085,46.24,27.3,0,0,0,"left","left",0.0695162955441251,73.7231822427654,18
"19656",1351,20.25,12.6,0,0,0,"head/body","right",0.164554510256825,88.4749823396422,23
"19657",2113,53.29,16.8,1,0,0,"left","left",0.0395384425842066,85.4069323884192,35
"19658",2312,37.21,29.4,0,0,0,"left","left",0.0959705773145929,70.6729375362309,39
"19659",2428,34.81,22.05,0,0,0,"left","left",0.0955242839286743,77.954208353366,40
"19660",233,8.41,15.75,0,0,0,"right","right",0.360970356220534,88.050613853624,4
"19661",439,36,27.3,0,0,0,"right","right",0.098226458204024,72.7275051132651,7
"19662",540,29.16,12.6,0,0,0,"left","right",0.0923694989734524,87.5339111430536,9
"19663",568,12.25,12.6,1,0,1,"left","right",0.302610677434997,90.0656566067222,9
"19664",727,34.81,30.45,0,0,0,"left","left",0.104482631518475,69.5547165906094,12
"19665",940,42.25,16.8,1,0,0,"left","left",0.0598027896618085,83.6080289206725,16
"19666",1127,28.09,11.55,1,0,0,"right","right",0.0927375008595593,88.6472255629019,19
"19667",1281,4,29.4,0,0,0,"right","right",0.243313638661094,76.7095821915359,21
"19668",1685,37.21,11.55,0,0,0,"head/body","right",0.0561329838757805,88.5082289959527,28
"19669",1689,54.76,13.65,0,0,0,"right","left",0.031493710204897,88.8104729184571,28
"19670",2152,46.24,8.4,0,0,0,"right","right",0.0280015817779529,92.4141634166538,36
"19671",643,6.76,12.6,0,0,0,"left","right",0.449739121404534,91.5465870472515,11
"19672",1323,37.21,5.25,0,0,0,"head/body","right",0.0274676012845865,94.8043596043979,22
"19673",1704,40.96,7.35,1,0,0,"right","right",0.0313000703948381,92.9110547782125,28
"19674",1809,37.21,10.5,0,0,0,"left","left",0.0518355292655061,89.5575463040385,30
"19675",2078,42.25,26.25,0,0,0,"left","right",0.0779284697544348,74.2100060638725,35
"19676",2205,14.44,21,0,0,0,"right","right",0.237107628963623,81.3854630754166,37
"19677",140,26.01,13.65,0,0,0,"left","right",0.117089073020222,86.7188710719876,2
"19678",236,10.89,16.8,0,0,0,"left","right",0.307351247162657,86.3499397799443,4
"19679",581,19.36,19.95,0,0,0,"right","right",0.189978593168548,81.3777125507961,10
"19680",1055,11.56,10.5,0,0,0,"left","right",0.321870295546939,92.2702747367753,18
"19681",1057,27.04,8.4,0,0,0,"right","right",0.0778405904578439,91.8640386658457,18
"19682",1213,29.16,15.75,1,0,0,"right","right",0.105863503210949,84.3889098163971,20
"19683",1354,19.36,15.75,0,0,0,"right","right",0.186953346946023,85.5125259830395,23
"19684",1646,14.44,23.1,0,0,0,"right","right",0.228002365448427,79.3486206559383,27
"19685",1866,5.76,22.05,0,0,0,"right","right",0.308790088663501,82.9077806963858,31
"19686",2512,40.96,28.35,0,0,0,"right","right",0.0838861158216259,71.9872495654613,42
"19687",146,10.89,17.85,0,0,0,"right","right",0.299050960235598,85.3387051694599,2
"19688",193,46.24,12.6,1,0,0,"right","right",0.0403686501152739,88.2529183653436,3
"19689",621,8.41,11.55,0,0,0,"right","right",0.417238345381522,92.0774163408162,10
"19690",1234,8.41,23.1,0,0,0,"left","left",0.278692750803984,81.0460245786306,21
"19691",1294,30.25,29.4,0,0,0,"right","right",0.121262095597712,70.6995226292229,22
"19692",1749,10.24,4.2,1,0,0,"left","right",0.274669048759095,98.7024700805405,29
"19693",1927,10.89,12.6,0,0,0,"left","right",0.336159101817843,90.4037172908283,32
"19694",1934,40.96,12.6,0,0,0,"right","right",0.0505480446196049,87.6766878936471,32
"19695",2237,32.49,12.6,0,0,0,"head/body","right",0.0766478206894406,87.4130430771061,37
"19696",2435,31.36,18.9,0,0,0,"right","right",0.103860414555594,81.1429577967182,41
"19697",2546,24.01,19.95,0,0,0,"right","right",0.150793266812927,80.6709526409599,42
"19698",134,49,19.95,0,0,0,"right","right",0.052376534946487,81.4432471111019,2
"19699",206,12.25,27.3,0,0,0,"right","right",0.222820177950871,75.8838092085525,3
"19700",383,12.96,28.35,0,0,0,"left","right",0.213261814512966,74.675324572445,6
"19701",435,6.76,12.6,0,0,0,"right","right",0.449739121404534,91.5465870472515,7
"19702",604,44.89,4.2,0,0,0,"head/body","right",0.015223475867725,96.4169699793558,10
"19703",1848,22.09,3.15,1,0,0,"head/body","right",0.0475559396313229,97.5795603597393,31
"19704",1931,42.25,24.15,0,0,0,"left","right",0.0749279579035327,76.2973459564617,32
"19705",1991,16.81,11.55,0,0,0,"left","left",0.207000687391715,90.1049310526344,33
"19706",2196,9.61,22.05,0,0,0,"right","right",0.278188416111619,81.676646601094,37
"19707",2437,27.04,12.6,0,0,0,"head/body","left",0.104838692947889,87.6766878936471,41
"19708",2600,53.29,4.2,0,0,0,"right","right",0.0108094451917318,97.7227921213879,43
"19709",52,28.09,28.35,0,0,0,"right","right",0.130646588507104,71.8933279240849,1
"19710",201,32.49,23.1,0,0,0,"left","right",0.106895486380584,76.9148236687831,3
"19711",239,44.89,29.4,0,0,0,"right","right",0.0749473714782707,71.4349501294709,4
"19712",306,4.41,31.5,0,0,0,"right","right",0.226991427646956,74.6178135568177,5
"19713",724,9.61,9.45,0,0,0,"right","right",0.390052421870641,93.7772605699271,12
"19714",882,34.81,10.5,0,0,0,"left","right",0.058667550128949,89.5036652880763,15
"19715",1007,50.41,13.65,0,0,0,"right","right",0.0367978633203257,87.8954526696347,17
"19716",1034,22.09,3.15,1,0,0,"right","right",0.0475559396313229,97.5795603597393,17
"19717",1393,19.36,12.6,0,0,0,"right","right",0.175486045494231,88.6176596396001,23
"19718",1700,3.61,35.7,0,0,0,"right","right",0.202295055194405,71.1199135263816,28
"19719",1776,20.25,29.4,0,0,0,"left","right",0.169032434437202,71.9265076310535,30
"19720",1804,25,11.55,0,0,0,"head/body","right",0.113000076705638,88.9067067211467,30
"19721",1820,27.04,18.9,0,0,0,"right","right",0.127995105745303,81.3981056290624,30
"19722",1890,12.25,11.55,1,0,0,"right","right",0.303388468748635,91.0849328923286,31
"19723",2067,39.69,26.25,0,0,0,"right","right",0.0851570206829904,73.9691733088859,34
"19724",2370,25,9.45,0,0,0,"head/body","right",0.098373571935862,90.996167501714,40
"19725",2668,20.25,9.45,0,0,0,"head/body","right",0.141392467990582,91.5880177752527,44
"19726",447,32.49,23.1,0,0,0,"right","right",0.106895486380584,76.9148236687831,7
"19727",537,22.09,5.25,1,0,0,"left","right",0.0763842994074475,95.4956051344773,9
"19728",655,22.09,29.4,0,0,0,"right","right",0.159367963673892,71.5975425555933,11
"19729",776,26.01,26.25,0,0,0,"right","right",0.141158040470039,74.18155161494,13
"19730",1037,10.24,4.2,0,0,0,"left","right",0.274669048759095,98.7024700805405,17
"19731",1086,16.81,4.2,1,0,0,"left","right",0.106781282719808,97.330036987561,18
"19732",1252,67.24,21,0,0,1,"right","right",0.0310519533731103,85.7082119752827,21
"19733",1289,46.24,7.35,0,0,0,"right","right",0.0246887940973924,93.4550164517668,21
"19734",1538,42.25,27.3,0,0,0,"left","right",0.07922967557928,73.1666078207812,26
"19735",2383,22.09,8.4,1,0,0,"head/body","right",0.112319866826967,92.3710349622651,40
"19736",2435,7.84,8.4,0,0,0,"left","right",0.478193960652038,95.262298943496,41
"19737",2813,18.49,14.7,0,0,0,"right","right",0.195079876153491,86.6986164826175,47
"19738",545,49,16.8,0,0,0,"left","left",0.0460285778642938,84.541350829047,9
"19739",832,39.69,14.7,1,0,0,"left","left",0.0604462820546375,85.4895671997467,14
"19740",1447,47.61,31.5,0,0,0,"right","right",0.0709254400866688,69.8389726442192,24
"19741",1902,31.36,10.5,0,0,0,"head/body","left",0.0710269590718832,89.5389278470543,32
"19742",1990,30.25,3.15,1,0,0,"right","right",0.0252888903473448,96.922572190383,33
"19743",1188,40.96,9.45,1,0,0,"left","right",0.0394257706969202,90.817091453096,20
"19744",1485,33.64,7.35,1,0,0,"head/body","right",0.0458631319927717,92.6506994037282,25
"19745",2173,19.36,5.25,0,0,0,"head/body","right",0.0984781571642503,95.874355799661,36
"19746",2534,11.56,15.75,0,0,0,"left","left",0.303369854404901,87.1872473473042,42
"19747",2745,40.96,10.5,0,0,0,"right","left",0.0432847019554421,89.7702155505934,46
"19748",2937,50.41,12.6,0,0,0,"left","right",0.0343177645059577,88.9272067479914,49
"19749",477,7.84,15.75,0,0,0,"left","left",0.371264817389984,88.2179579224094,8
"19750",1118,22.09,7.35,0,0,0,"head/body","right",0.101433713904561,93.4123685600574,19
"19751",1163,17.64,6.3,0,0,0,"head/body","right",0.135813331697457,95.1175041724708,19
"19752",2207,38.44,13.65,0,0,0,"left","right",0.0604620158178606,86.4640740423443,37
"19753",2362,20.25,13.65,0,0,0,"right","right",0.169739881531667,87.4378922435805,39
"19754",2642,25,6.3,0,0,0,"head/body","right",0.0706887118105363,94.1312381730953,44
"19755",454,6.25,10.5,0,0,0,"left","right",0.514659857047333,93.7033217127333,8
"19756",461,42.25,28.35,0,0,0,"right","right",0.080405160449946,72.1234011954511,8
"19757",627,18.49,12.6,0,0,0,"left","right",0.187079544794904,88.7655344151096,10
"19758",1677,21.16,7.35,0,0,0,"head/body","right",0.109723448522818,93.535491125027,28
"19759",1936,25,16.8,0,0,0,"left","left",0.136722651608503,83.6853631168558,32
"19760",2446,29.16,4.2,0,0,0,"head/body","right",0.0359613199628277,95.9221851294058,41
"19761",2770,39.69,11.55,0,0,0,"right","right",0.0498294483305457,88.6328302605756,46
"19762",2833,3.24,22.05,0,0,0,"left","left",0.322317481006872,83.7996426006698,47
"19763",2884,40.96,6.3,0,0,0,"left","right",0.0270565219431449,93.9581374868617,48
"19764",86,26.01,8.4,0,0,0,"head/body","right",0.0836117529698127,91.9478118282322,1
"19765",971,9.61,21,0,0,0,"left","left",0.287452116841534,82.679332967798,16
"19766",1028,29.16,26.25,0,0,0,"left","left",0.125260442959112,73.9086469907277,17
"19767",1071,34.81,5.25,0,0,0,"right","right",0.0313380575871053,94.753462205874,18
"19768",1890,22.09,16.8,1,0,1,"left","left",0.161084140273574,84.0481296639015,31
"19769",2416,42.25,19.95,0,0,1,"right","right",0.0672056649034784,80.4740020130725,40
"19770",2661,17.64,22.05,0,0,0,"left","left",0.203044083549983,79.6483025556728,44
"19771",2852,30.25,11.55,0,0,0,"head/body","left",0.0815005473543506,88.529458374035,48
"19772",391,19.36,11.55,0,0,0,"head/body","left",0.169229127807342,89.6533998239888,7
"19773",537,20.25,16.8,0,0,0,"right","right",0.17919523602175,84.3285390600359,9
"19774",1486,11.56,13.65,0,0,0,"right","right",0.315074993165578,89.2181377299482,25
"19775",1827,14.44,13.65,0,0,0,"right","right",0.256192884705904,88.5376535717996,30
"19776",2194,36,9.45,0,0,0,"head/body","right",0.0503791238293325,90.5720845514776,37
"19777",207,24.01,1.05,1,0,0,"left","right",0.0136223000021579,99.4530170482525,3
"19778",737,32.49,11.55,1,0,0,"right","right",0.0717932882750719,88.4628882639494,12
"19779",1382,29.16,3.15,1,0,0,"right","right",0.0272217991044415,96.9708621184735,23
"19780",1740,53.29,25.2,0,0,0,"right","right",0.0532403161829282,77.2472918619158,29
"19781",2140,13.69,24.15,0,0,0,"left","left",0.22934209938316,78.5220898855857,36
"19782",2210,13.69,17.85,0,0,0,"left","right",0.259257396866232,84.6233927469231,37
"19783",2376,32.49,22.05,0,0,0,"right","right",0.105214102951689,77.9646240291069,40
"19784",128,29.16,10.5,0,0,0,"right","right",0.0809704341468414,89.6307737331325,2
"19785",140,7.84,19.95,0,0,0,"left","left",0.316380559227257,84.216079818524,2
"19786",278,23.04,28.35,0,0,0,"left","left",0.155801578374663,72.483405687095,5
"19787",440,13.69,13.65,0,0,0,"head/body","left",0.270490064254885,88.7063616658918,7
"19788",545,12.25,30.45,0,0,0,"left","left",0.206525295295154,72.8715650991523,9
"19789",552,9,11.55,1,0,0,"right","left",0.398148471635011,91.9151918890452,9
